dialect	pos	standard
핵고	명사	학교
핵교	명사	학교
햇대	명사	횃대
햇빝	명사	햇볕
허새비	명사	허수아비
허수애비	명사	허수아비
헝겁	명사	헝겊
헤오리바람	명사	회오리바람
호라이	명사	호랑이
호어	명사	홍어
혼재	명사	혼자
혼재	부사	혼자
혼차	명사	혼자
화다	동사	호다
후루매기	명사	두루마기
흘리다	동사	흘기다
흰동자	명사	흰자위
흰자우	명사	흰자위
가	품사 없음	걔
가껌	부사	가끔
가껍다	형용사	가깝다
가꼬다	동사	가꾸다
가날푸다	형용사	가냘프다
가래추자	명사	가래
가래춤	명사	가래침
가랭비	명사	가랑비
가럽다	형용사	가렵다
가룹다	형용사	가렵다
가름배	명사	가르마
가리	명사	가루
가리	명사	솔가리
가리비누	명사	가루비누
가립다	형용사	가렵다
가마구	명사	까마귀
가마솟	명사	가마솥
가마히	부사	가만히
가무름	명사	가뭄
가믐	명사	가뭄
가붑다	형용사	가볍다
가생이	명사	가
가세	명사	가위
가시	명사	가
가실하다	동사	가을하다
가심	명사	감
가얌	명사	개암
가얌나무	명사	개암나무
가오데	명사	가운데
가올	명사	가을
가우리	명사	가오리
가울	명사	가을
가욹	명사	가을
가이	명사	가위
가자이	명사	가지
가재이	명사	가지
가주가다	동사	가져가다
가즈런하다	형용사	가지런하다
가지오다	동사	가져오다
가착다	형용사	가깝다
가친	명사	갖신
가터다	형용사	같다
가토리	명사	까투리
가투리	명사	까투리
가프다	동사	갚다
간데	명사	가운데
갇헤다	동사	갇히다
갈강비	명사	가랑비
갈거두다	동사	가을하다
갈게	명사	갈기
갈고래이	명사	갈고랑이
갈리다	동사	가르다
갈마구	명사	갈매기
갈쿠	명사	갈퀴
갈키다	동사	가리키다
감자	명사	고구마
갑시	명사	값
갑자키	부사	갑자기
갑작시리	부사	갑작스레
강낭	명사	강냉이
개감	명사	개암
개고락지	명사	개구리
개고리	명사	개골창
개굴창	명사	개울
개굽다	형용사	가볍다
개다	동사	가다
개랍다	형용사	가렵다
개리다	동사	가르다
개리다	동사	가리다
개미	명사	다람쥐
개봅다	형용사	가볍다
개붑다	형용사	가볍다
개섀끼	명사	개새끼
개성	명사	개상
개세투리	명사	씀바귀
개아주머니	명사	호주머니
개이	명사	괭이
개직다	형용사	가깝다
개화주머니	명사	주머니
갠지럽다	형용사	간지럽다
갬기다	동사	감기다
갬기다	동사	감기다
갱이	명사	고양이
갸집	명사	기와집
거냥	부사	그냥
거랑	명사	개울
거래이	명사	거지
거랭이	명사	거지
거렁뱅이	명사	거지
거름배이	명사	거지
거름자	명사	그림자
거리	부사	그리
거리매	명사	그리마
거림	명사	그림
거림재	명사	그림자
거무	명사	거미
거물개	명사	고무래
거셍이	명사	지렁이
거시끼	대명사	거시기
거시끼	감탄사	거시기
거시럼돈	명사	거스름돈
거이	명사	게
거이	명사	거위
거큼	명사	거품
건네가다	동사	건너가다
건네다	동사	건너다
건니다	동사	건너다
건대	명사	근대
건진	부사	거의
걸르다	동사	거르다
걸방이	명사	거지
걸배이	명사	거지
걸키다	동사	걸리다
검부적	명사	검부저기
검은동자	명사	검은자위
검은창	명사	검은자위
검저리	명사	거머리
겁재이	명사	겁쟁이
겄	어미	-겠-
겉다	형용사	같다
게	명사	계
게기	명사	고기
게둘레하다	형용사	흉하다
게드랑	명사	겨드랑
게랄	명사	계란
게론	명사	결혼
게름배이	명사	게으름뱅이
게버큼	명사	게거품
게시다	동사	계시다
게실	명사	털실
게와집	명사	기와집
게이다	동사	괴다
겔르다	형용사	게으르다
겔혼	명사	결혼
겔혼식	명사	결혼식
겨실	명사	겨울
겨우	명사	거위
고기덩어리	명사	고깃덩어리
고노	명사	고누
고데다	형용사	고되다
고동에	명사	고등어
고두래미	명사	고드름
고드래미	명사	고드름
고드럼	명사	고드름
고들빠구	명사	고들빼기
고디렘	명사	고드름
고딩이	명사	다슬기
고랑내	명사	고린내
고상	명사	고생
고숨도치	명사	고슴도치
고애이	명사	고양이
고야	명사	자두
고자박	명사	고주박
고자배기	명사	그루터기
곡괘이	명사	곡괭이
골러내다	동사	골라내다
골르다	동사	고르다
골미	명사	골무
골뱅이	명사	달팽이
골삐	명사	고삐
곰	명사	고욤
곰배	명사	고무래
곱새	명사	곱사등이
과방	명사	광
과우리	명사	광주리
과이	명사	괭이
광술	명사	관솔
괴깃덩어리	명사	고깃덩어리
괴삐	명사	고삐
괴욤	명사	고욤
괴이	명사	괭이
굉이	명사	괭이
구넉	명사	구멍
구뎅이	명사	구덩이
구두기	명사	구더기
구둘	명사	방
구디이	명사	구덩이
구딩이	명사	구덩이
구람	명사	상수리
구레나루	명사	구레나룻
구룬내	명사	구린내
구룸마	명사	수레
구르마	명사	수레
구만	부사	그만
구먹	명사	구멍
구멍쇠	명사	다리쇠
구석지	명사	구석
구세미	명사	아가미
구수	명사	구유
구시	명사	구유
구실	명사	홍역
구융	명사	구유
구이	명사	구유
구페	명사	글피
국말국	명사	국물
군뒤	명사	그네
군디	명사	그네
굴따	형용사	굵다
굴루다	동사	구르다
굴묵	명사	골목
굽두리	명사	굽도리
궁겡이	명사	구멍
궁기	명사	구멍
궁뎅이	명사	궁둥이
궁두이	명사	궁둥이
궁디이	명사	궁둥이
귀	명사	궤
귀	명사	게
귀뜨래미	명사	귀뚜라미
귀먹재이	명사	귀머거리
귀먹쟁이	명사	귀머거리
귀보리	명사	귀리
귀에	명사	게
귀우지개	명사	귀이개
귀짝	명사	궤짝
귀창	명사	귀청
귀청	명사	귀지
귀체이	명사	귀청
귀후비개	명사	귀이개
귀후지개	명사	귀이개
귀휘비개	명사	귀이개
귊기다	동사	굶기다
귓고리	명사	귀걸이
귕	명사	구유
그글페	명사	그글피
그니	명사	끼니
그닥지	부사	그다지
그따구	대명사	그따위
그따구	관형사	그따위
그라고	부사	그리고
그럼자	명사	그림자
그르마	명사	그리마
그리매	명사	그리마
그림재	명사	그림자
그마리	명사	거머리
그뭄날	명사	그믐날
그믐끼	명사	그믐께
그스름	명사	그을음
그이	명사	게
그이	명사	거위
그저끼	명사	그저께
그저끼	부사	그저께
그제께	명사	그저께
그제께	부사	그저께
그제서야	부사	그제야
그지께	명사	그저께
그지께	부사	그저께
그후년	명사	내후년
금자리	명사	거머리
기	명사	겨
기간총	명사	기관총
기겟독	명사	기계독
기냥	부사	그냥
기달리다	동사	기다리다
기동	명사	기둥
기또래미	명사	귀뚜라미
기레기	명사	길이
기리기	명사	기러기
기림자	명사	그림자
기립다	형용사	그립다
기머거리	명사	귀머거리
기머머리	명사	귀머거리
기수나무	명사	계수나무
기슥	명사	기슭
기슬	명사	기슭
기슬기	명사	기슭
기아	명사	기와
기애	명사	기와
기야집	명사	기와집
기양	부사	그냥
기어히	부사	기어이
기음	명사	김
기제기	명사	기저귀
기지개	명사	귀이개
기창	명사	귀청
기청	명사	귀청
기화	명사	기와
기후비개	명사	귀이개
길르다	동사	기르다
길르다	형용사	게으르다
까구리	명사	개구리
까꾸러치다	동사	꺼꾸러뜨리다
까꿀루	부사	거꾸로
까다럽다	형용사	까다롭다
까달배차	명사	양배추
까랑비	명사	가랑비
까불르다	동사	까불다
까시	명사	가시
까시덩쿨	명사	가시덩굴
까지	명사	가지
까트리	명사	까투리
깍데기	명사	껍데기
깔구리	명사	갈고리
깔끼	명사	갈고리
깔때기	명사	딸꾹질
깔치	명사	갈치
깔쿠리	명사	갈고리
깔키	명사	갈고리
깔키	명사	갈퀴
깜다	동사	감다
깜밥	명사	누룽지
깜버기	명사	깜부기
깟난애기	명사	갓난아이
깨고락지	명사	개구리
깨굼	명사	개암
깨금	명사	개암
깨깟이	부사	깨끗이
깨꾸리	명사	개구리
깨끚이	부사	깨끗이
깨온하다	형용사	개운하다
깩깩	부사	꿀꿀
꺼꺼럽다	형용사	꺼끌꺼끌하다
꺼꿀로	부사	거꾸로
꺼먹동자	명사	검은자위
꺼적때기	명사	거적때기
꺼정	조사	까지
꺽새	명사	억새
껄떡	부사	딸꾹
껄떡거리다	동사	딸꾹거리다
껄떡껄떡	부사	딸꾹딸꾹
껄떡대다	동사	딸꾹대다
껍디기	명사	껍데기
께꾸룸하다	형용사	께끄름하다
께다	동사	꿰다
께보	명사	꾀보
꼬개이	명사	고갱이
꼬누다	동사	겨누다
꼬니	명사	고양이
꼬둘빼기	명사	고들빼기
꼬드름	명사	고드름
꼬리다	형용사	고리다
꼬린내	명사	고린내
꼬마딩이	명사	꼬마둥이
꼬무신	명사	고무신
꼬소하다	형용사	고소하다
꼬솜하다	형용사	고소하다
꼬쟁이	명사	고쟁이
꼭대기	명사	꼭지
꼰	명사	고누
꼰두박질	명사	곤두박질
꼰질	명사	고누
꼼보딱지	명사	곰보딱지
꼽다	동사	꽂다
꼿	명사	열꽃
꽃보오리	명사	꽃봉오리
꽅	명사	열꽃
꾀이	명사	괭이
꾸기지다	동사	구겨지다
꾸다	동사	굽다
꾸덕살	명사	굳은살
꾸레기	명사	꾸러미
꾸룬내	명사	구린내
꾸린내	명사	구린내
꾸석	명사	구석
꾸정물	명사	구정물
꿀따	동사	꿇다
꿀밤	명사	상수리
꿩새끼	명사	꿩병아리
끄떡하면	부사	까딱하면
끄레미	명사	꾸러미
끈나팔	명사	끄나풀
끍다	동사	긁다
끓다	동사	끌다
끔	명사	껌
끼뚜라미	명사	귀뚜라미
끼뚜래미	명사	귀뚜라미
끼러기	명사	기러기
끼마기	명사	까마귀
낋이다	동사	끓이다
나구	명사	당나귀
나노다	동사	나누다
나릇가	명사	나룻가
나모	명사	나무
나무깨	명사	나막신
나무새	명사	남새
나묵개	명사	나막신
나박신	명사	나막신
나방이	명사	나방
나배이	명사	나방
나뱅이	명사	나방
나부	명사	나비
나상이	명사	냉이
나숭개	명사	냉이
나스다	동사	나서다
나승개	명사	냉이
나앋날	명사	나흗날
나읃날	명사	나흗날
낙수물	명사	낙숫물
낟날	명사	나흗날
날개	명사	지느러미
날개미	명사	날개
날파리	명사	하루살이
남동상	명사	남동생
남바우	명사	남바위
남자리	명사	잠자리
남저지	명사	나머지
남펜	명사	남편
낫	동사	낯
낫	명사	낮
낫물	명사	냇물
낭구하다	동사	나무하다
낮차다	동사	낮추다
내굽다	형용사	냅다
내그내	명사	나그네
내리다보다	동사	내려다보다
내부리다	동사	내버리다
내오간	명사	내외간
냄	명사	남
냇걸	명사	내
너물	명사	나물
넉동사니	명사	석동사니
널	부사	늘
넙덕치	명사	넓적다리
넝클	명사	넝쿨
네	명사	뇌
네리다보다	동사	내려다보다
넾이다	동사	높이다
노고저리	명사	종다리
노란자우	명사	노른자위
노랑색	명사	노란색
노랑자위	명사	노른자위
노랑재	명사	노른자위
노래이	명사	노른자위
노랭이	명사	노래기
노레보다	동사	노려보다
논두락	명사	논두렁
논두럭	명사	논두렁
놀개이	명사	노루
놈	명사	남
놋그륵	명사	놋그릇
농기연장	명사	농기구
농새	명사	농사
뇦이	명사	높이
누	명사	누이
누꼽	명사	눈곱
누덕	명사	누더기
누루스름하다	형용사	누르스름하다
누뤼	명사	우박
누에꼬치	명사	누에고치
누예꼬치	명사	누에고치
누예나비	명사	누에나방
눈가시	명사	눈자위
눈곱재기	명사	눈곱
눈다락지	명사	다래끼
눈다래끼	명사	다래끼
눈뎅이	명사	눈두덩
눈두데기	명사	눈두덩
눈두버리	명사	눈두덩
눈떠버리	명사	눈두덩
눈시음	명사	눈시울
눈쏩	명사	눈썹
눈팅이	명사	눈퉁이
눙예	명사	누에
뉘	명사	누에
뉘기	대명사	누구
뉘비다	동사	누비다
뉘예꼬추	명사	누에고치
뉘예꼬치	명사	누에고치
느	대명사	너희
느른니	명사	늙은이
느희	대명사	너희
늘다	동사	널다
능구러이	명사	능구렁이
능구레이	명사	능구렁이
능굼	명사	능금
늫다	동사	넣다
니	대명사	누구
니	명사	뉘
니끼	명사	이끼
니아까	명사	리어카
니얼	명사	내일
니얼	부사	내일
닛	수사	넷
다구치다	동사	다그치다
다듬돌	명사	다듬잇돌
다듬잇방매이	명사	다듬잇방망이
다디밋돌	명사	다듬잇돌
다라끼	명사	다래끼
다락지	명사	다래끼
다래미	명사	다람쥐
다래미	명사	다리미
다레	명사	다래
다레끼	명사	다래끼
다레비	명사	다리미
다리비	명사	다리미
다시매	명사	다시마
단가	명사	담가
달	명사	닭
달꽃	명사	달무리
달달하다	형용사	달다
달랭이	명사	달래
달롱개	명사	달래
달롱게	명사	달래
달룽개	명사	달래
달모리	명사	달무리
달무니	명사	달무리
달무다	동사	닮다
달물	명사	달무리
달브다	형용사	다르다
달파이	명사	달팽이
달패이	명사	달팽이
달팽이	명사	다슬기
닭에알	명사	달걀
담구다	동사	담그다
담다	동사	담그다
담벗대	명사	담뱃대
담보	명사	담비
담자이	명사	담쟁이
담장풀	명사	담쟁이
당그래	명사	고무래
당기	명사	댕기
당성낭	명사	성냥
당성냥	명사	성냥
대	명사	되
대	의존 명사	되
대갈	명사	대가리
대공	명사	대
대구리	명사	대가리
대래키	명사	다래끼
대레비	명사	다리미
대리비	명사	다리미
대림질	명사	다리미질
대매디	명사	대의 마
대미	명사	도미
대바구리	명사	대바구니
대설대	명사	담배설대
대정	명사	대장장이
대집	명사	대접
대피	명사	대패
댄추	명사	단추
댈이다	동사	달이다
댕겨오다	동사	다녀오다
댕기다	동사	당기다
더문더문	부사	드문드문
더웁다	형용사	덥다
더풀	명사	덤불
덕석말이	명사	멍석말이
덤부레기	명사	덤불
덤부사리	명사	덤불
덤불	명사	덩굴
데떼	부사	도리어
데렌님	명사	도련님
데련님	명사	도련님
데릴사우	명사	데릴사위
데미	명사	더미
델다	동사	데리다
뎁다	부사	도리어
뎁세	부사	도리어
도고통	명사	절구통
도곳대	명사	절굿공이
도구때	명사	절굿공이
도굿대	명사	절굿공이
도기	명사	도끼
도까비	명사	도깨비
도독놈풀	명사	도깨비바늘
도둑놈풀	명사	도깨비바늘
도래이	명사	도롱이
도려	부사	도리어
도로캐	명사	도리깨
도로혀	부사	도리어
도롱테	명사	굴렁쇠
도리	명사	도롱이
도리끼	명사	도리깨
도링이	명사	도롱이
도마배암	명사	도마뱀
도매배암	명사	도마뱀
도채비	명사	도깨비
도치	명사	도끼
도투리	명사	도토리
도트리	명사	도토리
독	명사	돌
독다리	명사	징검다리
독멩이	명사	돌멩이
독새	명사	독사
돋베기	명사	돋보기
돌가지	명사	도라지
돌감	명사	고욤
돌깨	명사	도리깨
돌배	명사	아그배
돌시	명사	돌
돌아댕기다	동사	돌아다니다
돌재이	명사	돌장이
돌쩨기	명사	돌쩌귀
돌쪽	명사	돌쩌귀
